region,Sport,Season,Event,0
Russia,Athletics,Summer,Athletics Men's 20 kilometres Walk,12
Russia,Athletics,Summer,Athletics Men's 200 metres,1
Russia,Athletics,Summer,"Athletics Men's 3,000 metres Steeplechase",4
Russia,Athletics,Summer,Athletics Men's 4 x 100 metres Relay,28
Russia,Athletics,Summer,Athletics Men's 4 x 400 metres Relay,5
Russia,Athletics,Summer,Athletics Men's 400 metres,2
Russia,Athletics,Summer,Athletics Men's 400 metres Hurdles,3
Russia,Athletics,Summer,"Athletics Men's 5,000 metres",1
Russia,Athletics,Summer,Athletics Men's 50 kilometres Walk,10
Russia,Athletics,Summer,Athletics Men's 800 metres,3
Russia,Athletics,Summer,Athletics Men's Decathlon,8
Russia,Athletics,Summer,Athletics Men's Discus Throw,2
Russia,Athletics,Summer,Athletics Men's Hammer Throw,19
Russia,Athletics,Summer,Athletics Men's High Jump,12
Russia,Athletics,Summer,Athletics Men's Javelin Throw,9
Russia,Athletics,Summer,Athletics Men's Long Jump,3
Russia,Athletics,Summer,Athletics Men's Marathon,1
Russia,Athletics,Summer,Athletics Men's Pole Vault,9
Russia,Athletics,Summer,Athletics Men's Shot Put,6
Russia,Athletics,Summer,Athletics Men's Triple Jump,15
Russia,Athletics,Summer,"Athletics Women's 1,500 metres",9
Russia,Athletics,Summer,Athletics Women's 10 kilometres Walk,2
Russia,Athletics,Summer,"Athletics Women's 10,000 metres",2
Russia,Athletics,Summer,Athletics Women's 100 metres,2
Russia,Athletics,Summer,Athletics Women's 100 metres Hurdles,3
Russia,Athletics,Summer,Athletics Women's 20 kilometres Walk,4
Russia,Athletics,Summer,Athletics Women's 200 metres,2
Russia,Athletics,Summer,"Athletics Women's 3,000 metres",3
Russia,Athletics,Summer,"Athletics Women's 3,000 metres Steeplechase",3
Russia,Athletics,Summer,Athletics Women's 4 x 100 metres Relay,28
Russia,Athletics,Summer,Athletics Women's 4 x 400 metres Relay,45
Russia,Athletics,Summer,Athletics Women's 400 metres,5
Russia,Athletics,Summer,Athletics Women's 400 metres Hurdles,3
Russia,Athletics,Summer,Athletics Women's 80 metres Hurdles,2
Russia,Athletics,Summer,Athletics Women's 800 metres,10
Russia,Athletics,Summer,Athletics Women's Discus Throw,13
Russia,Athletics,Summer,Athletics Women's Hammer Throw,3
Russia,Athletics,Summer,Athletics Women's Heptathlon,4
Russia,Athletics,Summer,Athletics Women's High Jump,11
Russia,Athletics,Summer,Athletics Women's Javelin Throw,10
Russia,Athletics,Summer,Athletics Women's Long Jump,16
Russia,Athletics,Summer,Athletics Women's Marathon,3
Russia,Athletics,Summer,Athletics Women's Pentathlon,5
Russia,Athletics,Summer,Athletics Women's Pole Vault,5
Russia,Athletics,Summer,Athletics Women's Shot Put,16
Russia,Athletics,Summer,Athletics Women's Triple Jump,4
Russia,Badminton,Summer,Badminton Women's Doubles,2
Russia,Basketball,Summer,Basketball Men's Basketball,122
Russia,Basketball,Summer,Basketball Women's Basketball,72
Russia,Biathlon,Winter,Biathlon Men's 10 kilometres Sprint,6
Russia,Biathlon,Winter,Biathlon Men's 15 kilometres Mass Start,1
Russia,Biathlon,Winter,Biathlon Men's 20 kilometres,13
Russia,Biathlon,Winter,Biathlon Men's 4 x 7.5 kilometres Relay,48
Russia,Biathlon,Winter,Biathlon Women's 10 kilometres Pursuit,2
Russia,Biathlon,Winter,Biathlon Women's 12.5 kilometres Mass Start,1
Russia,Biathlon,Winter,Biathlon Women's 15 kilometres,3
Russia,Biathlon,Winter,Biathlon Women's 3 x 7.5 kilometres Relay,3
Russia,Biathlon,Winter,Biathlon Women's 4 x 6 kilometres Relay,12
Russia,Biathlon,Winter,Biathlon Women's 4 x 7.5 kilometres Relay,12
Russia,Biathlon,Winter,Biathlon Women's 7.5 kilometres Sprint,4
Russia,Bobsleigh,Winter,Bobsleigh Men's Four,12
Russia,Bobsleigh,Winter,Bobsleigh Men's Two,8
Russia,Boxing,Summer,Boxing Men's Bantamweight,7
Russia,Boxing,Summer,Boxing Men's Featherweight,7
Russia,Boxing,Summer,Boxing Men's Flyweight,9
Russia,Boxing,Summer,Boxing Men's Heavyweight,7
Russia,Boxing,Summer,Boxing Men's Light-Flyweight,3
Russia,Boxing,Summer,Boxing Men's Light-Heavyweight,8
Russia,Boxing,Summer,Boxing Men's Light-Middleweight,6
Russia,Boxing,Summer,Boxing Men's Light-Welterweight,6
Russia,Boxing,Summer,Boxing Men's Lightweight,7
Russia,Boxing,Summer,Boxing Men's Middleweight,9
Russia,Boxing,Summer,Boxing Men's Super-Heavyweight,3
Russia,Boxing,Summer,Boxing Men's Welterweight,8
Russia,Boxing,Summer,Boxing Women's Lightweight,2
Russia,Boxing,Summer,Boxing Women's Middleweight,1
Russia,Canoeing,Summer,"Canoeing Men's Canadian Doubles, 1,000 metres",20
Russia,Canoeing,Summer,"Canoeing Men's Canadian Doubles, 10,000 metres",2
Russia,Canoeing,Summer,"Canoeing Men's Canadian Doubles, 500 metres",10
Russia,Canoeing,Summer,"Canoeing Men's Canadian Doubles, Slalom",2
Russia,Canoeing,Summer,"Canoeing Men's Canadian Singles, 1,000 metres",8
Russia,Canoeing,Summer,"Canoeing Men's Canadian Singles, 10,000 metres",1
Russia,Canoeing,Summer,"Canoeing Men's Canadian Singles, 200 metres",1
Russia,Canoeing,Summer,"Canoeing Men's Canadian Singles, 500 metres",7
Russia,Canoeing,Summer,"Canoeing Men's Kayak Doubles, 1,000 metres",10
Russia,Canoeing,Summer,"Canoeing Men's Kayak Doubles, 200 metres",2
Russia,Canoeing,Summer,"Canoeing Men's Kayak Doubles, 500 metres",6
Russia,Canoeing,Summer,"Canoeing Men's Kayak Fours, 1,000 metres",20
Russia,Canoeing,Summer,"Canoeing Men's Kayak Singles, 1,000 metres",4
Russia,Canoeing,Summer,"Canoeing Men's Kayak Singles, 500 metres",1
Russia,Canoeing,Summer,"Canoeing Women's Kayak Doubles, 500 metres",10
Russia,Canoeing,Summer,"Canoeing Women's Kayak Singles, 500 metres",8
Russia,Cross Country Skiing,Winter,Cross Country Skiing Men's 15 kilometres,6
Russia,Cross Country Skiing,Winter,Cross Country Skiing Men's 30 kilometres,12
Russia,Cross Country Skiing,Winter,Cross Country Skiing Men's 30 km Skiathlon,1
Russia,Cross Country Skiing,Winter,Cross Country Skiing Men's 4 x 10 kilometres Relay,36
Russia,Cross Country Skiing,Winter,Cross Country Skiing Men's 50 kilometres,10
Russia,Cross Country Skiing,Winter,Cross Country Skiing Men's Sprint,2
Russia,Cross Country Skiing,Winter,Cross Country Skiing Men's Team Sprint,6
Russia,Cross Country Skiing,Winter,Cross Country Skiing Women's 10 kilometres,16
Russia,Cross Country Skiing,Winter,Cross Country Skiing Women's 15 kilometres,7
Russia,Cross Country Skiing,Winter,Cross Country Skiing Women's 15 km Skiathlon,1
Russia,Cross Country Skiing,Winter,Cross Country Skiing Women's 20 kilometres,4
Russia,Cross Country Skiing,Winter,Cross Country Skiing Women's 3 x 5 kilometres Relay,15
Russia,Cross Country Skiing,Winter,Cross Country Skiing Women's 30 kilometres,5
Russia,Cross Country Skiing,Winter,Cross Country Skiing Women's 4 x 5 kilometres Relay,28
Russia,Cross Country Skiing,Winter,Cross Country Skiing Women's 5 kilometres,14
Russia,Cross Country Skiing,Winter,Cross Country Skiing Women's 5/10 kilometres Pursuit,5
Russia,Cross Country Skiing,Winter,Cross Country Skiing Women's Sprint,2
Russia,Cross Country Skiing,Winter,Cross Country Skiing Women's Team Sprint,2
Russia,Cycling,Summer,"Cycling Men's 1,000 metres Time Trial",3
Russia,Cycling,Summer,Cycling Men's 100 kilometres Team Time Trial,16
Russia,Cycling,Summer,"Cycling Men's Individual Pursuit, 4,000 metres",1
Russia,Cycling,Summer,Cycling Men's Individual Time Trial,2
Russia,Cycling,Summer,Cycling Men's Madison,2
Russia,Cycling,Summer,Cycling Men's Points Race,3
Russia,Cycling,Summer,"Cycling Men's Road Race, Individual",4
Russia,Cycling,Summer,Cycling Men's Sprint,4
Russia,Cycling,Summer,"Cycling Men's Tandem Sprint, 2,000 metres",6
Russia,Cycling,Summer,"Cycling Men's Team Pursuit, 4,000 metres",22
Russia,Cycling,Summer,Cycling Women's Individual Time Trial,3
Russia,Cycling,Summer,"Cycling Women's Mountainbike, Cross-Country",1
Russia,Cycling,Summer,Cycling Women's Points Race,2
Russia,Cycling,Summer,"Cycling Women's Road Race, Individual",3
Russia,Cycling,Summer,Cycling Women's Sprint,3
