,NOC,Year,Count
2845,SWE,1900,27
2846,SWE,1906,95
2847,SWE,1908,276
2848,SWE,1912,714
2849,SWE,1920,404
2850,SWE,1924,297
2851,SWE,1928,169
2852,SWE,1932,146
2853,SWE,1936,269
2854,SWE,1948,293
2855,SWE,1952,449
2856,SWE,1956,279
2857,SWE,1960,330
2858,SWE,1964,278
2859,SWE,1968,298
2860,SWE,1972,287
2861,SWE,1976,241
2862,SWE,1980,310
2863,SWE,1984,352
2864,SWE,1988,377
2865,SWE,1992,388
2866,SWE,1994,151
2867,SWE,1996,233
2868,SWE,1998,146
2869,SWE,2000,198
2870,SWE,2002,159
2871,SWE,2004,157
2872,SWE,2006,168
2873,SWE,2008,169
2874,SWE,2010,172
2875,SWE,2012,168
2876,SWE,2014,148
2877,SWE,2016,186
2878,SWZ,1972,4
2879,SWZ,1984,11
2880,SWZ,1988,15
2881,SWZ,1992,13
2882,SWZ,1996,6
2883,SWZ,2000,6
2884,SWZ,2004,3
2885,SWZ,2008,4
2886,SWZ,2012,3
2887,SWZ,2016,2
2888,SYR,1948,1
2889,SYR,1968,2
2890,SYR,1972,5
2891,SYR,1980,71
2892,SYR,1984,9
2893,SYR,1988,13
2894,SYR,1992,9
2895,SYR,1996,8
2896,SYR,2000,8
2897,SYR,2004,6
2898,SYR,2008,7
2899,SYR,2012,10
2900,SYR,2016,7
2901,TAN,1964,4
2902,TAN,1968,5
2903,TAN,1972,22
2904,TAN,1980,48
2905,TAN,1984,21
2906,TAN,1988,10
2907,TAN,1992,9
2908,TAN,1996,7
2909,TAN,2000,4
2910,TAN,2004,9
2911,TAN,2008,9
2912,TAN,2012,6
2913,TAN,2016,7
2914,TCH,1920,182
2915,TCH,1924,273
2916,TCH,1928,175
2917,TCH,1932,61
2918,TCH,1936,354
2919,TCH,1948,227
2920,TCH,1952,245
2921,TCH,1956,225
2922,TCH,1960,224
2923,TCH,1964,256
2924,TCH,1968,274
2925,TCH,1972,335
2926,TCH,1976,341
2927,TCH,1980,391
2928,TCH,1984,79
2929,TCH,1988,345
2930,TCH,1992,417
2931,TGA,1984,7
2932,TGA,1988,7
2933,TGA,1992,5
2934,TGA,1996,5
2935,TGA,2000,3
2936,TGA,2004,5
2937,TGA,2008,3
2938,TGA,2012,3
2939,TGA,2014,1
2940,TGA,2016,7
2941,THA,1952,15
2942,THA,1956,40
2943,THA,1960,24
2944,THA,1964,67
2945,THA,1968,46
2946,THA,1972,37
2947,THA,1976,62
2948,THA,1984,40
2949,THA,1988,15
2950,THA,1992,64
2951,THA,1996,58
2952,THA,2000,68
2953,THA,2002,2
2954,THA,2004,51
2955,THA,2006,1
2956,THA,2008,53
2957,THA,2012,43
2958,THA,2014,3
2959,THA,2016,58
2960,TJK,1996,8
2961,TJK,2000,4
2962,TJK,2002,2
2963,TJK,2004,9
2964,TJK,2006,3
2965,TJK,2008,16
2966,TJK,2010,4
2967,TJK,2012,16
2968,TJK,2014,1
2969,TJK,2016,7
2970,TKM,1996,7
2971,TKM,2000,8
2972,TKM,2004,10
2973,TKM,2008,10
2974,TKM,2012,10
2975,TKM,2016,9
2976,TLS,2004,2
2977,TLS,2008,1
2978,TLS,2012,2
2979,TLS,2014,1
2980,TLS,2016,3
2981,TOG,1972,7
2982,TOG,1984,6
2983,TOG,1988,6
2984,TOG,1992,9
2985,TOG,1996,7
2986,TOG,2000,3
2987,TOG,2004,3
2988,TOG,2008,4
2989,TOG,2012,6
2990,TOG,2014,3
2991,TOG,2016,5
2992,TPE,1956,23
2993,TPE,1960,31
2994,TPE,1964,96
2995,TPE,1968,93
2996,TPE,1972,53
2997,TPE,1976,11
2998,TPE,1984,72
2999,TPE,1988,145
3000,TPE,1992,49
3001,TPE,1994,2
3002,TPE,1996,107
3003,TPE,1998,9
3004,TPE,2000,75
3005,TPE,2002,6
3006,TPE,2004,104
3007,TPE,2006,1
3008,TPE,2008,92
3009,TPE,2010,1
3010,TPE,2012,55
3011,TPE,2014,5
3012,TPE,2016,67
3013,TTO,1948,9
3014,TTO,1952,2
3015,TTO,1956,10
3016,TTO,1964,18
3017,TTO,1968,25
3018,TTO,1972,36
3019,TTO,1976,20
3020,TTO,1980,15
3021,TTO,1984,23
3022,TTO,1988,10
3023,TTO,1992,13
3024,TTO,1994,2
3025,TTO,1996,16
3026,TTO,1998,2
3027,TTO,2000,29
3028,TTO,2002,3
3029,TTO,2004,26
3030,TTO,2008,35
3031,TTO,2012,38
3032,TTO,2016,43
3033,TUN,1960,56
3034,TUN,1964,12
3035,TUN,1968,8
3036,TUN,1972,37
3037,TUN,1976,16
3038,TUN,1984,28
3039,TUN,1988,45
3040,TUN,1992,15
3041,TUN,1996,52
3042,TUN,2000,47
3043,TUN,2004,64
3044,TUN,2008,29
3045,TUN,2012,87
3046,TUN,2016,65
3047,TUR,1906,2
3048,TUR,1912,7
3049,TUR,1924,23
3050,TUR,1928,40
3051,TUR,1932,2
3052,TUR,1936,72
3053,TUR,1948,97
3054,TUR,1952,58
3055,TUR,1956,38
3056,TUR,1960,64
3057,TUR,1964,37
3058,TUR,1968,50
3059,TUR,1972,50
3060,TUR,1976,47
3061,TUR,1984,73
3062,TUR,1988,70
3063,TUR,1992,71
3064,TUR,1994,1
3065,TUR,1996,61
3066,TUR,1998,1
3067,TUR,2000,67
3068,TUR,2002,5
3069,TUR,2004,74
3070,TUR,2006,17
3071,TUR,2008,71
3072,TUR,2010,9
3073,TUR,2012,119
3074,TUR,2014,11
3075,TUR,2016,119
3076,TUV,2008,3
3077,TUV,2012,3
3078,TUV,2016,1
3079,UAE,1984,11
3080,UAE,1988,36
3081,UAE,1992,36
3082,UAE,1996,4
3083,UAE,2000,5
3084,UAE,2004,5
3085,UAE,2008,9
3086,UAE,2012,26
3087,UAE,2016,12
3088,UAR,1960,123
3089,UGA,1956,5
3090,UGA,1960,16
3091,UGA,1964,19
3092,UGA,1968,14
3093,UGA,1972,35
3094,UGA,1980,16
3095,UGA,1984,30
3096,UGA,1988,30
3097,UGA,1992,9
3098,UGA,1996,12
3099,UGA,2000,13
3100,UGA,2004,11
3101,UGA,2008,11
3102,UGA,2012,16
3103,UGA,2016,23
3104,UKR,1994,60
3105,UKR,1996,351
3106,UKR,1998,104
3107,UKR,2000,368
3108,UKR,2002,111
3109,UKR,2004,357
3110,UKR,2006,109
3111,UKR,2008,327
3112,UKR,2010,95
3113,UKR,2012,304
3114,UKR,2014,101
3115,UKR,2016,272
3116,UNK,1912,2
3117,URS,1952,451
3118,URS,1956,492
3119,URS,1960,505
3120,URS,1964,570
3121,URS,1968,592
3122,URS,1972,649
3123,URS,1976,695
3124,URS,1980,789
3125,URS,1984,143
3126,URS,1988,799
3127,URU,1924,40
3128,URU,1928,17
3129,URU,1932,6
3130,URU,1936,40
3131,URU,1948,79
3132,URU,1952,42
3133,URU,1956,29
3134,URU,1960,42
3135,URU,1964,29
3136,URU,1968,50
3137,URU,1972,20
3138,URU,1976,15
3139,URU,1984,23
3140,URU,1988,18
3141,URU,1992,18
3142,URU,1996,15
3143,URU,1998,1
3144,URU,2000,17
3145,URU,2004,18
3146,URU,2008,13
3147,URU,2012,27
3148,URU,2016,17
3149,USA,1896,27
3150,USA,1900,135
3151,USA,1904,1109
3152,USA,1906,81
3153,USA,1908,219
3154,USA,1912,364
3155,USA,1920,473
3156,USA,1924,500
3157,USA,1928,471
3158,USA,1932,813
3159,USA,1936,561
3160,USA,1948,521
3161,USA,1952,547
3162,USA,1956,535
3163,USA,1960,533
3164,USA,1964,619
3165,USA,1968,664
3166,USA,1972,725
3167,USA,1976,705
3168,USA,1980,155
3169,USA,1984,849
3170,USA,1988,912
3171,USA,1992,968
3172,USA,1994,237
3173,USA,1996,839
3174,USA,1998,284
3175,USA,2000,764
3176,USA,2002,313
3177,USA,2004,726
3178,USA,2006,325
3179,USA,2008,763
3180,USA,2010,341
3181,USA,2012,689
3182,USA,2014,367
3183,USA,2016,719
3184,UZB,1994,7
3185,UZB,1996,95
3186,UZB,1998,4
3187,UZB,2000,85
3188,UZB,2002,6
3189,UZB,2004,79
3190,UZB,2006,4
3191,UZB,2008,69
3192,UZB,2010,5
3193,UZB,2012,56
3194,UZB,2014,5
3195,UZB,2016,80
3196,VAN,1988,6
3197,VAN,1992,8
3198,VAN,1996,4
3199,VAN,2000,3
3200,VAN,2004,2
3201,VAN,2008,3
3202,VAN,2012,5
3203,VAN,2016,4
3204,VEN,1932,1
3205,VEN,1948,2
3206,VEN,1952,63
3207,VEN,1956,38
3208,VEN,1960,54
3209,VEN,1964,23
3210,VEN,1968,30
3211,VEN,1972,33
3212,VEN,1976,56
3213,VEN,1980,43
3214,VEN,1984,44
3215,VEN,1988,17
3216,VEN,1992,27
3217,VEN,1996,53
3218,VEN,1998,1
3219,VEN,2000,65
3220,VEN,2002,4
3221,VEN,2004,53
3222,VEN,2006,1
3223,VEN,2008,126
3224,VEN,2012,85
3225,VEN,2014,1
3226,VEN,2016,105
3227,VIE,1980,38
3228,VIE,1988,12
3229,VIE,1992,10
3230,VIE,1996,6
3231,VIE,2000,7
3232,VIE,2004,11
3233,VIE,2008,18
3234,VIE,2012,24
3235,VIE,2016,28
3236,VIN,1988,6
3237,VIN,1992,8
3238,VIN,1996,12
3239,VIN,2000,4
3240,VIN,2004,3
3241,VIN,2008,2
3242,VIN,2012,3
3243,VIN,2016,4
3244,VNM,1952,13
3245,VNM,1956,10
3246,VNM,1960,5
3247,VNM,1964,23
3248,VNM,1968,9
3249,VNM,1972,2
3250,WIF,1960,20
3251,YAR,1984,3
3252,YAR,1988,8
3253,YEM,1992,8
3254,YEM,1996,4
3255,YEM,2000,2
3256,YEM,2004,3
3257,YEM,2008,8
3258,YEM,2012,4
3259,YEM,2016,3
3260,YMD,1988,5
3261,YUG,1920,15
3262,YUG,1924,123
3263,YUG,1928,94
3264,YUG,1932,1
3265,YUG,1936,197
3266,YUG,1948,192
3267,YUG,1952,203
3268,YUG,1956,73
3269,YUG,1960,185
3270,YUG,1964,177
3271,YUG,1968,176
3272,YUG,1972,243
3273,YUG,1976,136
3274,YUG,1980,207
3275,YUG,1984,269
3276,YUG,1988,232
3277,YUG,1992,60
3278,ZAM,1964,15
3279,ZAM,1968,7
3280,ZAM,1972,12
3281,ZAM,1980,43
3282,ZAM,1984,18
3283,ZAM,1988,33
3284,ZAM,1992,11
3285,ZAM,1996,8
3286,ZAM,2000,8
3287,ZAM,2004,6
3288,ZAM,2008,8
3289,ZAM,2012,7
3290,ZAM,2016,7
3291,ZIM,1928,2
3292,ZIM,1960,10
3293,ZIM,1964,33
3294,ZIM,1980,52
3295,ZIM,1984,20
3296,ZIM,1988,47
3297,ZIM,1992,28
3298,ZIM,1996,21
3299,ZIM,2000,26
3300,ZIM,2004,14
3301,ZIM,2008,16
3302,ZIM,2012,9
3303,ZIM,2014,2
3304,ZIM,2016,31
